id;title;type;release_year;age_certification;genres;imdb_score;tmdb_popularity;tmdb_score
tm34924;Beast Stalker;MOVIE;2008;;['thriller', 'action'];6.800000;4.046000;4.046000
tm349138;One of Us;MOVIE;2017;;['documentation'];7.000000;7.349000;7.349000
tm349656;A Sort of Family;MOVIE;2017;;['thriller', 'crime', 'drama', 'european'];6.300000;3.640000;3.640000
tm349800;Unicorn Store;MOVIE;2017;;['drama', 'comedy', 'fantasy'];5.500000;8.720000;8.720000
tm349752;Heroin(e);MOVIE;2017;;['crime'];0.000000;11.015000;11.015000
tm350;The Bad Batch;MOVIE;2017;R;['drama', 'horror', 'scifi', 'romance', 'action'];5.200000;18.249001;18.249001
tm350116;B. A. Pass 2;MOVIE;2017;;['drama'];2.200000;3.448000;3.448000
tm350044;A Man Returned;MOVIE;2016;;['documentation'];0.000000;1.210000;1.210000
tm349803;Jim & Andy: The Great Beyond - Featuring a Very Special, Contractually Obligated Mention of Tony Clifton;MOVIE;2017;;['documentation', 'comedy'];7.600000;10.704000;10.704000
tm350374;Saawan;MOVIE;2016;;['thriller', 'drama'];7.300000;2.513000;2.513000
tm350607;Escape from Mr. Lemoncello's Library;MOVIE;2017;G;['fantasy', 'family'];5.300000;6.236000;6.236000
tm350379;Ghostland;MOVIE;2018;R;['thriller', 'horror', 'drama', 'european'];6.400000;34.263000;34.263000
tm350887;Barbie: Dolphin Magic;MOVIE;2017;G;['fantasy'];0.000000;11.038000;11.038000
tm350971;The Last Hour;MOVIE;2017;;['crime', 'drama', 'history', 'thriller'];6.300000;3.163000;3.163000
tm350945;Posesif;MOVIE;2017;;['drama', 'comedy', 'romance'];7.400000;4.901000;4.901000
tm350727;Hajwala: The Missing Engine;MOVIE;2016;R;['drama', 'action', 'crime', 'sport', 'thriller'];2.000000;1.389000;1.389000
tm350159;Couple Of Days;MOVIE;2016;;['drama'];6.400000;0.671000;0.671000
tm349529;Cuba and the Cameraman;MOVIE;2017;;['documentation'];8.200000;7.012000;7.012000
tm351171;My Travel Buddy;MOVIE;2017;PG-13;['comedy'];6.100000;6.460000;6.460000
tm351181;Turkish Dance School;MOVIE;2017;PG-13;['comedy', 'drama'];5.600000;4.629000;4.629000
tm351214;Long Shot;MOVIE;2017;;['documentation', 'sport', 'crime'];7.400000;4.708000;4.708000
tm351201;In the Family;MOVIE;2017;PG-13;['comedy'];7.700000;6.241000;6.241000
tm351505;The Reservoir Game;MOVIE;2017;;['documentation'];6.000000;1.569000;1.569000
tm351688;Def Comedy Jam 25;MOVIE;2017;;['comedy', 'documentation'];6.600000;3.539000;3.539000
tm351938;Girls with Balls;MOVIE;2019;;['horror', 'comedy', 'european'];3.900000;11.913000;11.913000
tm352033;The Milk System;MOVIE;2018;;['documentation', 'european'];7.000000;1.613000;1.613000
tm351720;The Most Assassinated Woman in the World;MOVIE;2018;;['thriller', 'drama', 'european'];5.300000;4.162000;4.162000
tm351216;Joan Didion: The Center Will Not Hold;MOVIE;2017;;['documentation'];7.400000;5.069000;5.069000
tm352642;Bonbon�;MOVIE;2018;;['comedy', 'drama'];0.000000;0.899000;0.899000
tm352588;Tau;MOVIE;2018;R;['scifi', 'thriller', 'horror'];5.800000;10.801000;10.801000
tm352774;Voyeur;MOVIE;2017;R;['documentation', 'crime', 'drama'];6.100000;9.593000;9.593000
tm352705;Jack Whitehall: At Large;MOVIE;2017;;['comedy'];6.800000;4.192000;4.192000
tm352865;Rodney Carrington: Here Comes the Truth;MOVIE;2017;;['comedy', 'documentation'];4.500000;1.615000;1.615000
tm353046;Patton Oswalt: Annihilation;MOVIE;2017;;['comedy', 'documentation'];7.200000;4.314000;4.314000
tm352951;Smaller and Smaller Circles;MOVIE;2017;;['crime', 'thriller'];6.700000;1.444000;1.444000
tm352863;Splatter;MOVIE;2009;;['horror'];0.000000;0.989000;0.989000
tm353627;Christina P: Mother Inferior;MOVIE;2017;;['comedy'];6.400000;1.906000;1.906000
tm353791;Seven Sundays;MOVIE;2017;;['drama', 'comedy'];7.600000;3.214000;3.214000
tm354136;El Especial de Alex Fern�ndez, el Especial;MOVIE;2017;;['comedy'];6.700000;0.954000;0.954000
tm353875;All the Reasons to Forget;MOVIE;2017;;['romance', 'comedy', 'drama'];6.200000;3.500000;3.500000
tm353742;Bullet Head;MOVIE;2017;R;['thriller', 'crime', 'drama', 'european'];5.400000;10.812000;10.812000
tm354644;Something Huge;MOVIE;2017;;['comedy', 'european'];4.400000;2.809000;2.809000
tm355783;Eli;MOVIE;2019;R;['horror', 'thriller', 'drama'];5.800000;31.780001;31.780001
tm355724;A Christmas Prince;MOVIE;2017;PG;['romance', 'comedy', 'family'];5.700000;10.442000;10.442000
tm355666;Saving Capitalism;MOVIE;2017;;['documentation'];6.800000;4.267000;4.267000
tm35463;Blow;MOVIE;2001;R;['crime', 'drama'];7.500000;24.348000;24.348000
tm353247;Qarib Qarib Singlle;MOVIE;2017;;['comedy', 'drama', 'romance'];7.100000;3.291000;3.291000
tm352243;Interview with a Serial Killer;MOVIE;2008;PG-13;['documentation', 'crime'];5.900000;1.378000;1.378000
tm351101;Errementari: The Blacksmith and the Devil;MOVIE;2018;;['drama', 'fantasy', 'horror', 'thriller', 'european'];6.400000;15.977000;15.977000
tm348735;Aakhri Adaalat;MOVIE;1988;;['action', 'crime', 'thriller'];5.100000;1.374000;1.374000
tm35652;Mumbai Meri Jaan;MOVIE;2008;PG-13;['drama'];7.700000;2.955000;2.955000
tm356666;Judah Friedlander: America Is the Greatest Country in the United States;MOVIE;2017;R;['comedy', 'documentation'];7.800000;2.281000;2.281000
tm356742;Trolls Holiday;MOVIE;2017;PG;['fantasy', 'comedy', 'family', 'romance', 'animation'];6.100000;21.837999;21.837999
tm356684;Animas;MOVIE;2018;;['thriller', 'horror', 'animation', 'drama', 'european'];0.000000;9.733000;9.733000
tm356563;The Stolen;MOVIE;2017;;['western', 'drama', 'thriller', 'action'];5.300000;6.150000;6.150000
tm357272;Barbra: The Music ... The Mem'ries ... The Magic!;MOVIE;2017;;['documentation', 'music'];7.500000;4.214000;4.214000
tm357552;Pottersville;MOVIE;2017;;['comedy'];5.400000;6.949000;6.949000
tm357479;Day of the Dead: Bloodline;MOVIE;2017;R;['horror', 'action', 'scifi', 'thriller', 'drama', 'european'];3.400000;19.868999;19.868999
tm35700;Paan Singh Tomar;MOVIE;2012;PG;['drama', 'crime', 'sport', 'thriller', 'action'];8.200000;4.424000;4.424000
tm357708;The Bros;MOVIE;2017;;['comedy', 'fantasy'];6.100000;4.403000;4.403000
tm358188;Alexis de Anda: Mea Culpa;MOVIE;2017;;['comedy'];4.900000;0.728000;0.728000
tm358239;DeRay Davis: How to Act Black;MOVIE;2017;PG;['comedy'];6.100000;2.337000;2.337000
tm357820;The Open House;MOVIE;2018;;['thriller', 'horror'];3.300000;13.150000;13.150000
tm358370;Love and Shukla;MOVIE;2017;;['romance', 'comedy', 'drama'];7.300000;1.695000;1.695000
tm358609;Sara's Notebook;MOVIE;2018;R;['thriller', 'drama', 'european'];5.900000;9.543000;9.543000
tm358242;Brian Regan: Nunchucks and Flamethrowers;MOVIE;2017;;['comedy', 'documentation'];6.300000;1.985000;1.985000
tm357589;The Guernsey Literary & Potato Peel Pie Society;MOVIE;2018;;['drama', 'history', 'romance', 'war'];7.300000;12.645000;12.645000
tm358666;The Awakening of Motti Wolkenbruch;MOVIE;2018;;['comedy', 'drama', 'european'];6.600000;8.709000;8.709000
tm358770;Paradise Hills;MOVIE;2019;;['scifi', 'thriller', 'fantasy', 'european'];5.300000;17.062000;17.062000
tm358746;A Witches' Ball;MOVIE;2017;PG;['fantasy', 'comedy', 'family'];5.100000;5.151000;5.151000
tm358949;A Very Country Christmas;MOVIE;2017;G;['drama', 'romance', 'family', 'comedy'];6.000000;5.576000;5.576000
tm358813;Judd Apatow: The Return;MOVIE;2017;;['comedy'];6.200000;5.846000;5.846000
tm359030;F.R.E.D.I.;MOVIE;2018;;['scifi', 'family'];4.900000;4.275000;4.275000
tm359658;The 3rd Eye;MOVIE;2017;;['horror', 'thriller', 'animation', 'drama', 'fantasy', 'european'];5.100000;8.045000;8.045000
tm359150;Nothing to Hide;MOVIE;2018;;['drama', 'comedy', 'european'];6.800000;13.897000;13.897000
tm359103;River's Edge;MOVIE;2018;;['drama', 'crime'];6.200000;4.043000;4.043000
tm35895;Buddies;MOVIE;2013;;['drama', 'comedy', 'action', 'documentation', 'european'];6.500000;3.198000;3.198000
tm359975;The Chase;MOVIE;2017;;['thriller', 'crime', 'drama'];6.600000;8.707000;8.707000
tm359714;Christmas Inheritance;MOVIE;2017;;['romance', 'drama', 'comedy'];5.700000;13.655000;13.655000
tm360618;The Trader;MOVIE;2018;;['documentation'];0.000000;7.621000;7.621000
tm360904;The Meaning of Monty Python;MOVIE;2013;;['documentation'];0.000000;2.898000;2.898000
tm360763;Verses of Love 2;MOVIE;2017;;['drama', 'romance'];5.500000;2.821000;2.821000
tm359978;Forgotten;MOVIE;2017;;['thriller', 'horror', 'scifi'];7.400000;33.529999;33.529999
tm361161;DreamWorks Home: For the Holidays;MOVIE;2017;PG-13;['scifi', 'fantasy', 'animation', 'comedy', 'family'];4.800000;5.629000;5.629000
tm361312;A StoryBots Christmas;MOVIE;2017;;['animation', 'comedy', 'family', 'fantasy'];5.800000;3.828000;3.828000
tm361633;Potato Potahto;MOVIE;2017;;['comedy'];4.100000;1.829000;1.829000
tm361588;Mission Kathmandu: The Adventures of Nelly & Simon;MOVIE;2017;;['animation', 'comedy'];5.100000;6.488000;6.488000
tm361505;48 Christmas Wishes;MOVIE;2017;;['family', 'comedy', 'fantasy'];3.900000;8.282000;8.282000
tm360945;Soorma;MOVIE;2018;PG-13;['drama', 'sport'];7.300000;2.446000;2.446000
tm359713;El Camino Christmas;MOVIE;2017;;['comedy', 'drama', 'crime', 'western'];5.700000;8.462000;8.462000
tm358653;Ujala;MOVIE;1959;;['romance', 'crime', 'drama'];6.600000;0.840000;0.840000
tm361746;Ophelia;MOVIE;2019;PG-13;['drama', 'romance', 'history', 'war', 'thriller'];6.600000;17.715000;17.715000
tm361743;A Miraculous Christmas Special: Tales of Ladybug and Cat Noir;MOVIE;2017;;[];0.000000;0.605000;0.605000
tm361998;The Wolf's Call;MOVIE;2019;;['thriller', 'action', 'scifi', 'war', 'drama', 'european'];6.900000;15.545000;15.545000
tm362072;Monster;MOVIE;2021;R;['drama', 'crime'];6.500000;14.441000;14.441000
tm362074;And Breathe Normally;MOVIE;2018;;['drama', 'european'];6.900000;5.774000;5.774000
tm362047;Todd Barry: Spicy Honey;MOVIE;2017;;['comedy'];6.800000;2.682000;2.682000
tm361770;Craig Ferguson: Tickle Fight;MOVIE;2017;;['comedy'];6.600000;3.105000;3.105000
tm362121;Time Share;MOVIE;2018;;['horror', 'thriller', 'drama', 'european'];5.900000;5.960000;5.960000
tm362198;Scary Stories to Tell in the Dark;MOVIE;2019;PG-13;['horror', 'thriller'];6.200000;36.326000;36.326000
tm362264;The Gift;MOVIE;2017;;['drama'];8.000000;1.030000;1.030000
tm362180;Ram Dass, Going Home;MOVIE;2017;PG-13;['documentation'];0.000000;4.594000;4.594000
tm362737;Facing Mecca;MOVIE;2017;;['drama'];0.000000;1.608000;1.608000
tm362878;Dilan 1990;MOVIE;2018;;['drama', 'romance'];7.000000;4.878000;4.878000
tm36237;Contraband;MOVIE;2012;R;['action', 'drama', 'crime', 'thriller'];6.400000;46.410000;46.410000
tm362098;The Kindergarten Teacher;MOVIE;2018;R;['drama', 'thriller', 'european'];6.700000;15.809000;15.809000
tm363088;Russell Howard: Recalibrate;MOVIE;2017;;['comedy'];7.400000;3.065000;3.065000
tm363003;Seeing Allred;MOVIE;2018;;['documentation'];7.200000;5.877000;5.877000
tm363181;Ladies First;MOVIE;2017;G;['documentation', 'comedy', 'romance'];3.900000;5.889000;5.889000
tm363231;Godzilla: City on the Edge of Battle;MOVIE;2018;PG-13;['animation', 'action', 'scifi'];5.800000;19.716000;19.716000
tm363103;Perfect Bid: The Contestant Who Knew Too Much;MOVIE;2017;;['documentation', 'history'];6.500000;4.334000;4.334000
tm363329;Christmas Wedding Planner;MOVIE;2017;PG;['romance'];4.300000;11.745000;11.745000
tm363787;Christmas in the Heartland;MOVIE;2017;;['family'];5.800000;5.296000;5.296000
tm363488;RBG;MOVIE;2018;PG;['documentation'];7.600000;8.258000;8.258000
tm363922;Dovlatov;MOVIE;2018;PG-13;['drama'];6.400000;3.554000;3.554000
tm364525;Beat Bugs: All Together Now;MOVIE;2017;;['animation'];0.000000;2.312000;2.312000
tm364417;Fanatyk;MOVIE;2017;;['drama', 'comedy'];0.000000;2.157000;2.157000
tm364206;Ex-Shaman;MOVIE;2018;;['documentation'];7.100000;1.688000;1.688000
tm363878;Aiyaary;MOVIE;2018;;['thriller', 'action', 'drama'];5.200000;5.373000;5.373000
tm363248;A Futile and Stupid Gesture;MOVIE;2018;;['comedy'];6.700000;10.633000;10.633000
tm362881;Mirai;MOVIE;2018;PG;['fantasy', 'animation', 'drama', 'family'];7.000000;52.562000;52.562000
tm364769;Pahuna: The Little Visitors;MOVIE;2017;;['drama'];7.500000;2.346000;2.346000
tm365670;Per�: Tesoro Escondido;MOVIE;2017;;['documentation'];6.100000;10.669000;10.669000
tm365122;Benji;MOVIE;2018;PG;['drama', 'crime', 'family'];6.300000;17.811001;17.811001
tm365961;Mustang Island;MOVIE;2017;;['comedy', 'drama'];6.200000;2.194000;2.194000
tm365824;Zero;MOVIE;2018;;['romance', 'drama', 'comedy', 'scifi', 'thriller', 'fantasy', 'european'];5.200000;6.890000;6.890000
tm366025;Blanche Gardin: I Talk to Myself;MOVIE;2017;;['comedy', 'european'];7.900000;4.527000;4.527000
tm366245;Drive;MOVIE;2019;;['thriller', 'crime', 'drama', 'action'];3.100000;19.937000;19.937000
tm366143;Maktub;MOVIE;2017;PG-13;['drama', 'comedy'];7.300000;3.088000;3.088000
tm366383;Deliha 2;MOVIE;2018;G;['comedy'];4.700000;5.949000;5.949000
tm366567;When We First Met;MOVIE;2018;PG-13;['fantasy', 'comedy', 'romance'];6.400000;15.879000;15.879000
tm366820;Come Sunday;MOVIE;2018;;['drama'];6.000000;5.725000;5.725000
tm366590;Sanju;MOVIE;2018;;['drama', 'comedy'];7.700000;6.803000;6.803000
tm36636;C Kkompany;MOVIE;2008;;['comedy', 'drama', 'thriller'];5.500000;1.831000;1.831000
tm366019;BuyBust;MOVIE;2018;;['thriller', 'action', 'drama', 'crime'];5.700000;4.931000;4.931000
tm366973;Tom Segura: Disgraceful;MOVIE;2018;PG-13;['comedy', 'documentation'];7.500000;4.896000;4.896000
tm366972;The Drug King;MOVIE;2018;;['crime', 'action', 'drama'];6.200000;15.052000;15.052000
tm367105;Alejandro Ria�o: Especial de stand up;MOVIE;2018;;['comedy'];4.900000;1.470000;1.470000
tm367065;Shirkers;MOVIE;2018;;['documentation'];7.400000;6.081000;6.081000
tm367008;Katt Williams: Great America;MOVIE;2018;;['comedy'];6.200000;3.016000;3.016000
tm367264;Milada;MOVIE;2017;;['drama', 'history', 'european'];6.300000;8.556000;8.556000
tm367250;The Resistance Banker;MOVIE;2018;R;['drama', 'war', 'european'];6.900000;12.425000;12.425000
tm367613;Mr. Chandramouli;MOVIE;2018;;['romance', 'comedy', 'sport'];5.100000;1.062000;1.062000
tm368040;The Titan;MOVIE;2018;R;['scifi', 'thriller', 'fantasy', 'drama', 'romance'];4.800000;17.969999;17.969999
tm368006;Harith Iskander: I Told You So;MOVIE;2018;;['comedy'];4.600000;2.411000;2.411000
tm367473;Bad Seeds;MOVIE;2018;;['comedy', 'european'];7.300000;7.032000;7.032000
tm367185;Won't You Be My Neighbor?;MOVIE;2018;PG-13;['documentation'];8.400000;8.470000;8.470000
tm366889;Vice;MOVIE;2018;R;['comedy', 'drama', 'documentation'];7.200000;16.962000;16.962000
tm36475;Kabhi Khushi Kabhie Gham;MOVIE;2001;G;['drama', 'romance'];7.400000;13.699000;13.699000
tm36164;Naruto Shippuden the Movie: Bonds;MOVIE;2008;PG-13;['fantasy', 'animation', 'action'];6.800000;109.751999;109.751999
tm368284;Arango y Sanint: R�ase el show;MOVIE;2018;;['comedy'];4.000000;1.218000;1.218000
tm368350;Jonaki;MOVIE;2018;;['fantasy', 'drama', 'european'];6.800000;0.905000;0.905000
tm368310;Retablo;MOVIE;2018;;['drama'];7.500000;3.461000;3.461000
tm368448;Eve's Apple;MOVIE;2017;;['documentation', 'european'];5.800000;1.650000;1.650000
tm368538;MILF;MOVIE;2018;;['comedy', 'european'];4.800000;15.440000;15.440000
tm368449;Private Life;MOVIE;2018;R;['comedy', 'drama'];7.200000;7.974000;7.974000
tm368441;Aapla Manus;MOVIE;2018;;['drama', 'thriller'];7.000000;1.654000;1.654000
tm368697;Unexpectedly Yours;MOVIE;2017;;['comedy', 'romance'];6.700000;2.461000;2.461000
tm368725;Love Is a Story;MOVIE;2015;;['romance', 'european', 'comedy'];6.000000;1.654000;1.654000
tm368699;The Devil All the Time;MOVIE;2020;R;['crime', 'drama', 'thriller', 'horror'];7.100000;22.872000;22.872000
tm369079;Todd Glass: Act Happy;MOVIE;2018;;['comedy'];5.100000;2.254000;2.254000
tm368729;My Birthday Song;MOVIE;2018;;['thriller'];5.600000;0.712000;0.712000
tm368679;Madness in the Desert;MOVIE;2004;;['documentation'];8.400000;1.948000;1.948000
tm369210;Ricardo Quevedo: Hay gente as�;MOVIE;2018;;['comedy'];6.300000;1.258000;1.258000
tm369389;The Silence of Others;MOVIE;2019;;['documentation', 'history', 'european'];8.000000;9.886000;9.886000
tm369315;Garbage;MOVIE;2018;;['thriller', 'drama'];3.700000;1.112000;1.112000
tm369452;Sebasti�n Marcelo Wainraich;MOVIE;2018;;['comedy'];6.400000;1.030000;1.030000
tm369456;Fakkah Fuzz: Almost Banned;MOVIE;2018;;['comedy'];4.200000;1.806000;1.806000
tm370144;The Mitchells vs. the Machines;MOVIE;2021;PG;['comedy', 'family', 'scifi', 'animation'];7.600000;35.602001;35.602001
tm369594;I'm Thinking of Ending Things;MOVIE;2020;R;['drama', 'thriller', 'fantasy'];6.600000;17.610001;17.610001
tm369453;Mau Nieto: viviendo sobrio� desde el bar;MOVIE;2018;;['comedy'];6.700000;1.400000;1.400000
tm369433;Awe!;MOVIE;2018;;['romance', 'drama', 'fantasy', 'horror', 'scifi', 'thriller'];7.700000;1.739000;1.739000
tm369179;Irreplaceable You;MOVIE;2018;;['drama', 'romance', 'comedy'];6.400000;11.732000;11.732000
tm370232;We the Animals;MOVIE;2018;R;['drama'];6.900000;6.702000;6.702000
tm370430;Liberated: The New Sexual Revolution;MOVIE;2017;;['documentation'];6.000000;4.198000;4.198000
tm370392;The Week Of;MOVIE;2018;PG-13;['comedy'];5.200000;10.240000;10.240000
tm370440;Paradox;MOVIE;2018;;['western', 'fantasy', 'music'];3.900000;5.157000;5.157000
tm370472;Kavin Jay : Everybody Calm Down!;MOVIE;2018;;['comedy', 'documentation'];5.900000;1.655000;1.655000
tm370447;The Tree of Blood;MOVIE;2018;;['drama', 'european'];6.300000;8.739000;8.739000
tm370685;Dazzling Mirage;MOVIE;2014;;['romance', 'drama'];0.000000;1.760000;1.760000
tm371188;#FriendButMarried;MOVIE;2018;;['romance', 'comedy', 'drama'];6.800000;1.257000;1.257000
tm370781;Natalia Valdebenito: El especial;MOVIE;2018;;['comedy'];5.000000;1.031000;1.031000
tm370628;Fred Armisen: Standup for Drummers;MOVIE;2018;;['music', 'comedy'];5.800000;4.256000;4.256000
tm370436;The Breaker Upperers;MOVIE;2018;;['comedy'];5.900000;7.605000;7.605000
tm370212;Adrift;MOVIE;2018;PG-13;['action', 'thriller', 'romance', 'drama', 'european'];6.600000;17.990999;17.990999
tm371380;The Package;MOVIE;2018;R;['comedy', 'drama', 'thriller'];5.500000;20.719999;20.719999
tm371622;Malena Pichot: Estupidez compleja;MOVIE;2018;;['comedy'];5.700000;2.657000;2.657000
tm371619;Sabrina;MOVIE;2018;;['horror', 'thriller'];4.100000;19.396000;19.396000
tm371741;Si saben c�mo me pongo �Pa' qu� me invitan?;MOVIE;2018;;['comedy'];4.500000;6.095000;6.095000
tm371630;How to Be Really Bad;MOVIE;2018;;['comedy', 'fantasy', 'romance', 'family', 'european'];6.200000;12.867000;12.867000
tm371882;Ne Zha;MOVIE;2019;PG-13;['fantasy'];0.000000;6.397000;6.397000
tm371900;Calibre;MOVIE;2018;;['thriller', 'drama'];6.800000;9.761000;9.761000
tm372035;Paris Is Us;MOVIE;2019;;['drama', 'european'];4.600000;7.113000;7.113000
tm371959;6 Balloons;MOVIE;2018;;['drama'];5.900000;7.664000;7.664000
tm371952;Sarkar;MOVIE;2018;;['drama', 'action'];7.000000;4.559000;4.559000
tm372066;Fast Color;MOVIE;2019;PG-13;['scifi', 'thriller', 'drama'];6.000000;8.954000;8.954000
tm372061;Sudani from Nigeria;MOVIE;2018;PG;['comedy', 'drama', 'sport'];8.200000;2.372000;2.372000
tm372054;The Tribe;MOVIE;2018;;['comedy', 'family', 'european'];5.800000;9.216000;9.216000
tm37175;Jeff Dunham: Minding the Monsters;MOVIE;2012;PG-13;['comedy'];7.000000;2.314000;2.314000
tm372486;All Good;MOVIE;2018;;['drama', 'comedy', 'european'];6.500000;1.772000;1.772000
tm372318;The World Is Yours;MOVIE;2018;R;['comedy', 'crime', 'european'];6.300000;8.637000;8.637000
tm372662;The Skin of the Wolf;MOVIE;2018;;['romance', 'thriller', 'drama', 'action', 'european'];5.800000;11.772000;11.772000
tm372917;Pope Francis: A Man of His Word;MOVIE;2018;PG;['documentation', 'european'];6.400000;8.256000;8.256000
tm372891;Chris Rock: Tamborine;MOVIE;2018;;['comedy', 'documentation'];6.600000;7.743000;7.743000
tm372610;Derren Brown: Miracle;MOVIE;2018;;['documentation'];6.500000;3.916000;3.916000
tm373134;Night of Knots;MOVIE;2018;G;['comedy'];5.400000;1.400000;1.400000
tm373452;Kannum Kannum Kollaiyadithaal;MOVIE;2020;;['comedy', 'romance', 'drama', 'thriller'];7.700000;5.585000;5.585000
tm373655;Sarvam Thaala Mayam;MOVIE;2019;PG;['drama', 'music'];7.600000;2.903000;2.903000
tm373873;Weed the People;MOVIE;2018;;['documentation'];7.300000;2.786000;2.786000
tm373864;Agust�n Aristar�n: Soy Rada;MOVIE;2018;;['comedy'];6.200000;0.745000;0.745000
tm373471;90 ML;MOVIE;2019;;['drama', 'romance', 'comedy'];3.300000;1.810000;1.810000
tm372969;Love per Square Foot;MOVIE;2018;;['comedy', 'romance'];7.200000;6.028000;6.028000
tm372305;First Match;MOVIE;2018;;['drama', 'sport'];6.400000;11.390000;11.390000
tm371359;Jaal;MOVIE;1986;;['action', 'drama', 'thriller'];5.200000;3.366000;3.366000
tm374226;Gad Elmaleh: American Dream;MOVIE;2018;;['comedy'];7.200000;5.923000;5.923000
tm374216;Take Your Pills;MOVIE;2018;;['documentation'];6.300000;11.496000;11.496000
tm374395;Vanjagar Ulagam;MOVIE;2018;PG-13;['thriller', 'action', 'crime', 'drama'];6.100000;1.400000;1.400000
tm374357;Going for Gold;MOVIE;2018;G;['drama', 'family', 'sport'];4.700000;7.581000;7.581000
tm374313;The Forgiven;MOVIE;2018;R;['thriller'];5.900000;6.197000;6.197000
tm374656;Zion;MOVIE;2018;;['documentation', 'drama'];0.000000;6.126000;6.126000
tm374845;The Seven Deadly Sins: Prisoners of the Sky;MOVIE;2018;PG-13;['fantasy', 'animation', 'action'];7.100000;29.993999;29.993999
tm375091;Marlon Wayans: Woke-ish;MOVIE;2018;;['comedy', 'documentation'];6.500000;5.519000;5.519000
tm375007;Feminists: What Were They Thinking?;MOVIE;2018;;['documentation'];6.900000;7.764000;7.764000
tm375446;Asphalt Burning;MOVIE;2020;;['comedy', 'action', 'european'];5.100000;18.974001;18.974001
tm375547;El club de los buenos infieles;MOVIE;2018;;['comedy', 'european'];5.500000;3.669000;3.669000
tm375729;Us and Them;MOVIE;2018;;['drama', 'romance'];7.300000;7.651000;7.651000
tm375681;S Storm;MOVIE;2016;PG-13;['thriller', 'drama', 'crime', 'action'];5.100000;2.201000;2.201000
tm375302;Derren Brown: The Push;MOVIE;2018;;['reality', 'documentation'];7.500000;10.756480;10.756480
tm374454;Indian Horse;MOVIE;2018;PG-13;['drama', 'sport'];7.200000;6.194000;6.194000
tm375836;Adel Karam: Live from Beirut;MOVIE;2018;R;['comedy'];5.300000;0.840000;0.840000
tm375912;Ricky Gervais: Humanity;MOVIE;2018;R;['comedy'];8.000000;8.010000;8.010000
tm375883;Klaus;MOVIE;2019;PG;['fantasy', 'comedy', 'family', 'animation', 'european'];8.100000;20.850000;20.850000
tm376015;LEGO Marvel Super Heroes: Guardians of the Galaxy - The Thanos Threat;MOVIE;2017;;['scifi', 'animation', 'family', 'action', 'comedy', 'fantasy'];5.800000;13.946000;13.946000
tm376234;The Warning;MOVIE;2018;;['thriller', 'fantasy', 'crime', 'drama', 'action', 'horror', 'european'];5.900000;8.052000;8.052000
tm376111;Chocolate City: Vegas Strip;MOVIE;2016;PG-13;['drama'];3.700000;4.126000;4.126000
tm375962;Nothing to Lose;MOVIE;2018;PG;['drama'];2.300000;45.266998;45.266998
tm376709;Jani Due�as: Grandes fracasos de ayer y hoy;MOVIE;2018;;['comedy'];4.800000;1.061000;1.061000
tm376801;The Rachel Divide;MOVIE;2018;;['documentation'];6.300000;3.726000;3.726000
tm376739;Bethany Hamilton: Unstoppable;MOVIE;2019;PG;['documentation', 'sport'];7.400000;2.099000;2.099000
tm376844;Penalty Kick;MOVIE;2018;PG-13;['comedy'];3.700000;5.405000;5.405000
tm376903;Dry Martina;MOVIE;2018;;['comedy', 'drama'];5.800000;8.777000;8.777000
tm376840;End Game;MOVIE;2018;;['documentation'];0.000000;5.866000;5.866000
tm376421;HiGH&LOW The Movie 2: End of Sky;MOVIE;2017;;['action'];7.100000;3.198000;3.198000
tm37573;All's Well, Ends Well;MOVIE;2012;;['romance', 'comedy'];5.100000;4.674000;4.674000
tm38013;Players;MOVIE;2012;;['thriller', 'action', 'crime'];4.200000;4.977000;4.977000
tm38331;The Mistress;MOVIE;2012;PG-13;['romance', 'drama'];6.300000;2.635000;2.635000
tm38454;Jeff Dunham's Very Special Christmas Special;MOVIE;2008;PG-13;['comedy', 'documentation'];7.400000;2.581000;2.581000
tm38064;Berserk: The Golden Age Arc II - The Battle for Doldrey;MOVIE;2012;R;['action', 'drama', 'fantasy', 'animation', 'horror'];7.700000;20.201000;20.201000
tm38980;Rise of the Guardians;MOVIE;2012;PG;['fantasy', 'action', 'family', 'animation', 'thriller', 'scifi', 'comedy', 'drama', 'european'];7.200000;52.108002;52.108002
tm38896;From Within;MOVIE;2008;R;['horror', 'thriller', 'documentation', 'war', 'european'];5.600000;7.282000;7.282000
tm39487;Catch and Release;MOVIE;2006;PG-13;['drama', 'romance', 'comedy'];5.900000;9.435000;9.435000
tm39606;Tere Naal Love Ho Gaya;MOVIE;2012;PG;['drama', 'comedy', 'romance'];5.800000;3.262000;3.262000
tm39557;Jaane Tu... Ya Jaane Na;MOVIE;2008;;['drama', 'comedy', 'romance'];7.400000;7.196000;7.196000
tm39030;Casino Royale;MOVIE;2006;;['action', 'thriller', 'european'];8.000000;40.164001;40.164001
tm39896;Dark Shadows;MOVIE;2012;PG-13;['comedy', 'fantasy', 'horror'];6.200000;48.203999;48.203999
tm39888;The Dark Knight Rises;MOVIE;2012;PG-13;['thriller', 'action', 'drama', 'crime'];8.400000;91.760002;91.760002
tm40103;Mobile Suit Gundam: Char's Counterattack;MOVIE;1988;;['scifi', 'animation', 'action', 'drama', 'war'];7.300000;8.092000;8.092000
tm403197;Heaven Without People;MOVIE;2017;;['drama'];7.600000;1.401000;1.401000
