id;title;type;release_year;age_certification;genres;imdb_score;tmdb_popularity;tmdb_score
ts51368;Skylanders Academy;SHOW;2016;TV-Y7;['action', 'animation', 'comedy', 'family', 'fantasy'];6,5;14,848;6,1
tm267135;The Dreamseller;MOVIE;2016;;['drama'];6;11,071;6,5
ts74753;Tales by Light;SHOW;2015;;['documentation'];8,3;3,565;7,9
tm246870;Lavender;MOVIE;2016;;['drama', 'thriller'];5,3;11,319;5,7
tm245235;Ali Wong: Baby Cobra;MOVIE;2016;;['comedy'];7,5;6,367;7,3
tm235405;Hyena Road;MOVIE;2015;R;['drama', 'thriller', 'war', 'action'];6,5;9,363;6,7
tm218186;Septembers of Shiraz;MOVIE;2015;PG-13;['drama', 'thriller', 'western'];7,9;8,065;5,7
tm228242;A Very Murray Christmas;MOVIE;2015;;['comedy', 'music'];5,5;9,185;5,3
tm244513;Divines;MOVIE;2016;;['drama', 'crime', 'european'];7,4;9,632;7,763
ts39014;Kuromukuro;SHOW;2016;TV-14;['comedy', 'drama', 'animation', 'action', 'scifi'];7,2;6,887;6,7
tm232954;Audrie & Daisy;MOVIE;2016;;['documentation', 'crime'];7,2;5,6;7,2
ts41948;Hip Hop Evolution;SHOW;2016;TV-MA;['documentation', 'music'];8,4;4,48;7,8
ts54156;Chef's Table: France;SHOW;2016;TV-14;['documentation'];8,2;4,096;8,6
ts36740;Project Mc�;SHOW;2015;TV-G;['family'];5,8;5,445;8,1
tm239290;Always Be My Maybe;MOVIE;2016;;['comedy', 'romance'];6,6;2,434;7,3
tm290444;Pandora;MOVIE;2016;R;['thriller', 'drama', 'action'];6,6;27,496;7,5
ts41899;Nightmare Teacher;SHOW;2016;TV-MA;['drama', 'horror', 'thriller'];7,1;5,677;8,4
tm225693;Keith Richards: Under the Influence;MOVIE;2015;PG;['documentation', 'music'];7,1;5,383;6,7
tm267429;Surviving Compton: Dre, Suge and Michel'le;MOVIE;2016;;['drama', 'documentation'];6,5;2,138;6,1
tm272413;Colin Quinn: The New York Story;MOVIE;2016;;['comedy'];6,9;2,917;6,3
ts43501;Secrets of Great British Castles;SHOW;2015;TV-PG;['documentation', 'history', 'european'];7,8;3,459;7,3
tm138584;Hawaizaada;MOVIE;2015;PG;['history', 'drama', 'fantasy'];5,5;3,027;6
ts56221;Rainbow Ruby;SHOW;2016;TV-Y;['family', 'fantasy', 'animation', 'comedy'];6,6;12,713;10
tm225275;Riot;MOVIE;2015;;['action'];5,1;12,429;5,8
ts81483;Simon;SHOW;2016;TV-Y;['comedy', 'family', 'animation'];7;3,507;9,5
ts35463;Richie Rich;SHOW;2015;TV-PG;['comedy'];3;9,491;6,5
tm209950;Kevin Hart: What Now?;MOVIE;2016;R;['comedy', 'documentation'];5,9;10,176;6,5
tm308241;Legends of the Hidden Temple;MOVIE;2016;PG;['action', 'family'];5,6;3,528;6,7
ts38764;Marseille;SHOW;2016;TV-MA;['drama', 'european'];6,8;8,888;6,6
tm213681;Veteran;MOVIE;2015;;['comedy', 'crime', 'action', 'thriller'];7;9,614;6,9
tm139870;Opening Night;MOVIE;2016;;['comedy', 'thriller', 'drama', 'crime', 'action'];6;7,809;5,9
tm239739;Raman Raghav 2.0;MOVIE;2016;;['crime', 'thriller', 'drama'];7,4;6,61;7,1
tm246175;The 101-Year-Old Man Who Skipped Out on the Bill and Disappeared;MOVIE;2016;;['action', 'comedy', 'crime', 'european'];6,3;7,299;6,4
ts38761;Another Miss Oh;SHOW;2016;TV-MA;['comedy', 'drama', 'family', 'fantasy', 'romance'];7,8;17,289;8,2
tm195764;6 Years;MOVIE;2015;;['drama', 'romance'];5,6;7,652;5,4
ts41154;Paquita Salas;SHOW;2016;;['comedy', 'european'];8;7,93;7,1
ts144323;Unnatural Selection;SHOW;2015;TV-MA;['reality', 'documentation', 'comedy'];8,1;2,736;7,5
tm233561;Shaun the Sheep: The Farmer's Llamas;MOVIE;2015;;['comedy', 'family', 'animation'];6,8;8,513;6,6
tm217939;Un + une;MOVIE;2015;;['comedy', 'romance', 'drama', 'european'];6,2;4,579;5,9
tm200454;Ok Kanmani;MOVIE;2015;PG;['romance', 'drama'];7,4;4,318;6,8
tm266844;True Memoirs of an International Assassin;MOVIE;2016;PG-13;['action', 'comedy', 'crime'];5,9;16,152;5,8
ts74929;H20: Mermaid Adventures;SHOW;2015;TV-Y;['animation', 'family', 'comedy', 'drama', 'fantasy', 'romance', 'european'];5,7;8,908;8,8
tm300713;High & Low The Movie;MOVIE;2016;;['action'];6,4;2,513;6
ts38772;Dear My Friends;SHOW;2016;TV-MA;['comedy', 'drama'];8,2;4,766;8
tm240895;Strange Weather;MOVIE;2016;R;['drama'];6;9,634;5,9
ts52943;The Sound of Your Heart;SHOW;2016;;['comedy', 'drama', 'animation'];8,2;5,877;8,2
tm275800;The Lighthouse of the Orcas;MOVIE;2016;;['drama', 'romance', 'european'];6,7;10,09;7
ts86831;The Good Cop;SHOW;2015;TV-MA;['comedy', 'drama'];7,6;1,542;7
tm276430;Servant Of The People 2;MOVIE;2016;;['comedy', 'family'];6,2;6,053;6,1
ts87884;Sons of the Caliphate;SHOW;2015;TV-14;['drama'];7,4;1,347;
tm335263;Kathleen Madigan: Bothering Jesus;MOVIE;2016;R;['comedy'];;1,646;6,6
tm224377;Heneral Luna;MOVIE;2015;R;['comedy', 'action', 'drama', 'history', 'war'];7,3;3,448;7,8
tm242755;Ordinary World;MOVIE;2016;;['comedy', 'drama', 'family', 'music'];5,5;5,993;6
ts53076;El Chema;SHOW;2016;TV-MA;['crime', 'action'];6,9;112,717;
tm241998;Mohenjo Daro;MOVIE;2016;;['action', 'drama', 'history', 'romance'];5,6;8,73;6,5
ts52988;Captive;SHOW;2016;;['documentation', 'drama', 'european'];6,8;4,18;6,8
tm208628;Dil Dhadakne Do;MOVIE;2015;PG-13;['drama', 'family', 'romance', 'comedy'];7;8,46;6,8
ts41260;Hello, My Twenties!;SHOW;2016;TV-14;['comedy', 'drama', 'romance'];8,3;14,835;7,3
ts42089;Haters Back Off;SHOW;2016;TV-14;['comedy', 'drama', 'family', 'romance'];5,9;7,102;6,4
tm242646;Toro;MOVIE;2016;R;['drama', 'crime', 'thriller', 'action', 'european'];5,9;8,146;6
ts38717;Good Morning Call;SHOW;2016;TV-14;['comedy', 'drama', 'romance'];7,5;15,259;7,3
ts87465;Witch Hunt: A Century of Murder;SHOW;2015;TV-14;['documentation', 'crime', 'history', 'drama', 'fantasy', 'european'];7,1;0,6;
tm242687;Riphagen the Untouchable;MOVIE;2016;;['thriller', 'drama', 'war', 'european'];7,1;8,67;6,5
tm208713;Gabbar Is Back;MOVIE;2015;PG-13;['drama', 'action', 'crime', 'comedy'];7,1;7,397;7,2
tm220317;Demetri Martin: Live (At The Time);MOVIE;2015;;['comedy', 'documentation'];7,4;2,887;7
tm421855;4K Fireplace;MOVIE;2015;G;['family', 'reality'];7,7;0,738;6,8
ts21979;Spotless;SHOW;2015;TV-MA;['crime', 'comedy', 'drama', 'european'];7,7;6,213;7
tm267948;7 Years;MOVIE;2016;;['drama', 'european'];6,7;6,603;6,3
ts42011;Cheer Squad;SHOW;2016;TV-PG;['reality'];7,2;1,168;7,9
tm219817;Talvar;MOVIE;2015;PG;['thriller', 'drama', 'crime'];8,1;9,212;7,5
tm201365;Brothers;MOVIE;2015;PG-13;['family', 'action', 'drama', 'sport'];6,4;5,554;6,6
tm281182;Gabriel Iglesias: I'm Sorry for What I Said When I Was Hungry;MOVIE;2016;PG-13;['comedy', 'documentation'];7,4;3,047;7,2
ts36741;Fartsa;SHOW;2015;TV-14;['drama', 'crime'];6,7;2,722;7,2
ts57705;The Paper;SHOW;2016;TV-MA;['drama', 'crime', 'action'];7,4;3,809;7,6
tm233843;Pyaar Ka Punchnama 2;MOVIE;2015;PG-13;['drama', 'romance', 'comedy'];7,3;3,924;7
tm211461;Much Loved;MOVIE;2015;;['drama', 'european'];6,2;5,794;6
ts42347;Word Party;SHOW;2016;TV-Y;['family', 'animation'];5,5;2,382;8,3
tm199987;Ralphie May: Unruly;MOVIE;2015;;['comedy'];;2,349;4,9
tm232710;A Second Chance;MOVIE;2015;;['drama', 'romance', 'family', 'documentation', 'sport'];8,6;2,752;7,1
tm244638;Rebirth;MOVIE;2016;;['thriller'];4,9;8,68;4,7
tm451222;Lang Tong;MOVIE;2015;;['thriller'];4,8;3,909;4
tm195870;Manson Family Vacation;MOVIE;2015;;['comedy', 'drama', 'thriller'];5,8;6,451;5,9
ts83535;Popples;SHOW;2015;;['family', 'animation'];6;3,292;8
tm221883;Gridlocked;MOVIE;2016;R;['action'];5,8;14,458;5,8
ts127430;StoryBots Super Songs;SHOW;2016;TV-Y;['animation', 'family'];8,7;0,6;9
tm239635;Jimmy Carr: Funny Business;MOVIE;2016;;['comedy'];7,2;5,549;6,9
tm198496;Aziz Ansari: Live at Madison Square Garden;MOVIE;2015;;['comedy'];6,6;4,73;6,7
tm245102;The Next Skin;MOVIE;2016;;['drama', 'thriller', 'european'];6,2;5,453;5,8
tm215054;Chris Tucker: Live;MOVIE;2015;;['comedy', 'documentation'];6,3;5,362;6
tm271839;Dana Carvey: Straight White Male, 60;MOVIE;2016;;['comedy'];6,5;2,747;6,3
tm245297;Justin Timberlake + The Tennessee Kids;MOVIE;2016;;['music', 'documentation'];7,6;3,257;7,6
tm266629;Russell Peters: Almost Famous;MOVIE;2016;;['comedy'];6,6;2,156;6,6
ts42218;Sin senos s� hay para�so;SHOW;2016;TV-MA;['action', 'drama', 'romance', 'crime'];6,5;243,868;7,5
tm220473;Colin Quinn: Unconstitutional;MOVIE;2015;;['comedy'];7,1;2,333;6,9
tm245148;Jim Jefferies: Freedumb;MOVIE;2016;R;['comedy', 'documentation'];7,7;4,802;7,3
tm274053;Asperger's Are Us;MOVIE;2016;;['documentation', 'comedy', 'drama'];6,6;2,227;5,9
tm239762;Tony Robbins: I Am Not Your Guru;MOVIE;2016;;['documentation'];6,6;6,569;6,6
tm197503;Hunterrr;MOVIE;2015;R;['romance', 'drama', 'comedy'];7;2,332;6,2
tm201906;Belgica;MOVIE;2016;;['drama', 'european'];6,7;4,889;5,9
ts38769;Chelsea;SHOW;2016;TV-MA;['comedy'];6;16,004;5,1
tm233344;Kapoor & Sons;MOVIE;2016;PG-13;['drama', 'romance', 'comedy', 'family'];7,7;8,129;7
tm240162;Udta Punjab;MOVIE;2016;R;['drama', 'action', 'crime'];7,7;8,861;7,2
tm211478;Tamasha;MOVIE;2015;PG;['drama', 'comedy', 'romance'];7,3;6,88;6,6
ts41294;Mossad 101;SHOW;2015;TV-MA;['action', 'drama'];6,7;5,022;5,9
tm244758;Breaking the Bank;MOVIE;2016;;['comedy'];4,8;3,056;4,5
tm321189;All About Asado;MOVIE;2016;;['documentation'];6,5;1,802;6,1
ts41485;Vanished 46;SHOW;2016;TV-MA;['drama', 'action', 'scifi', 'crime', 'thriller'];8,2;2,184;7,8
tm245722;Chronically Metropolitan;MOVIE;2016;;['comedy', 'drama'];4,9;3,964;5,3
ts53543;The Miracle;SHOW;2016;TV-14;['drama', 'comedy', 'fantasy', 'music'];6,3;11,974;8
tm282915;Fate/Grand Order: First Order;MOVIE;2016;;['action', 'fantasy', 'animation'];5,7;12,341;6,8
ts53149;White Nights;SHOW;2016;;['drama'];6,9;5,348;8
ts83224;Toon;SHOW;2016;TV-MA;['comedy'];7,6;2,503;8,2
tm232931;Hannibal Buress: Comedy Camisado;MOVIE;2016;R;['comedy'];6,6;4,087;6,4
tm227922;Anjelah Johnson: Not Fancy;MOVIE;2015;;['comedy', 'documentation'];5,7;2,405;4,8
ts74917;72 Cutest Animals;SHOW;2016;;['documentation'];5,7;2,719;6,5
tm272854;Force 2;MOVIE;2016;PG;['action', 'crime', 'thriller'];6,2;5,209;6,6
tm233015;Fitoor;MOVIE;2016;;['romance', 'drama'];5,4;5,517;5,8
tm139590;Triumph in the Skies;MOVIE;2015;;['comedy', 'drama', 'romance'];4,3;1,835;4,2
tm242422;In the Shadow of Iris;MOVIE;2016;;['thriller', 'drama', 'crime', 'european'];6,1;8,117;5,844
tm252245;The White Helmets;MOVIE;2016;;['documentation', 'war'];;5,399;7,4
tm193211;Mucize;MOVIE;2015;PG-13;['drama', 'comedy', 'romance', 'documentation', 'european'];7,6;6,24;7,2
tm270555;The Ivory Game;MOVIE;2016;;['documentation', 'european'];7,9;3,919;7,6
tm236999;Our Lovers;MOVIE;2016;;['romance', 'comedy', 'drama', 'european'];6,7;17,857;7,2
ts224440;If I were an Animal;SHOW;2016;TV-G;['documentation'];;0,903;
ts42155;Home: Adventures with Tip & Oh;SHOW;2016;TV-Y7;['comedy', 'scifi', 'animation', 'family', 'fantasy'];6;6,585;7
tm233570;Beauty and the Bestie;MOVIE;2015;;['action', 'comedy', 'drama'];4,6;2,213;4,8
ts55556;A Touch of Green;SHOW;2015;TV-MA;['drama', 'war'];8,4;4,43;9,2
tm233023;Tom Segura: Mostly Stories;MOVIE;2016;;['comedy', 'documentation'];7,5;2,89;7,1
ts41151;Hibana: Spark;SHOW;2016;;['drama'];7,9;2,29;7,8
tm193388;Dhanak;MOVIE;2015;;['drama', 'comedy'];7,9;2,918;7,5
tm234466;Jonah;MOVIE;2016;PG;['drama', 'thriller', 'romance', 'family'];5,4;3,125;6
tm376111;Chocolate City: Vegas Strip;MOVIE;2016;PG-13;['drama'];3,7;4,126;6,5
tm239769;I'll Sleep When I'm Dead;MOVIE;2016;;['documentation'];6,6;3,096;6,5
ts82582;The Truth Seekers;SHOW;2016;TV-MA;['drama', 'action'];7,1;0,672;
ts43341;Atelier;SHOW;2015;TV-14;['drama', 'documentation', 'comedy'];6,3;2,932;7,8
tm540757;Project Marathwada;MOVIE;2016;;['drama'];6,5;1,147;
tm207668;ABCD 2;MOVIE;2015;PG;['music', 'drama'];5,4;4,913;5,6
ts54010;My Runway;SHOW;2016;TV-14;['comedy', 'drama', 'fantasy', 'romance'];6,3;10,522;7,6
tm228839;Ali Baba and the 7 Dwarfs;MOVIE;2015;PG-13;['action', 'comedy', 'drama'];5,6;3,728;5,2
tm233366;Te3n;MOVIE;2016;PG-13;['thriller', 'drama'];7,3;10,676;6,9
tm230524;Chat�, The King of Brazil;MOVIE;2015;;['drama', 'comedy', 'history'];5,4;2,234;5,1
tm233157;The Guardian Brothers;MOVIE;2016;PG;['animation', 'family', 'fantasy', 'comedy'];5,4;16,724;5,8
tm245042;Budhia Singh: Born to Run;MOVIE;2016;;['drama', 'sport'];7,6;1,495;6,1
ts55223;72 Dangerous Places to Live;SHOW;2016;TV-PG;['documentation'];6,2;1,849;6
tm239947;Mercy;MOVIE;2016;;['thriller', 'drama'];4,1;7,517;4,2
tm315345;City of Joy;MOVIE;2016;;['documentation', 'thriller', 'war', 'crime', 'drama'];7,5;1,239;7,5
tm239774;XOXO;MOVIE;2016;;['music', 'drama'];5,3;16,887;6
tm270982;Layla M.;MOVIE;2016;;['drama', 'european'];6,6;2,458;6,5
tm238829;Open Season: Scared Silly;MOVIE;2015;PG;['action', 'animation', 'comedy', 'family'];;24,391;5,9
tm233196;Jessica Darling's It List;MOVIE;2016;;['family'];5,4;9,284;6
tm246056;Garfunkel and Oates: Trying to be Special;MOVIE;2016;;['comedy', 'music'];7,3;3,186;7,4
tm311494;Slam;MOVIE;2016;;['comedy', 'romance', 'drama', 'european'];6,1;11,308;5,8
tm244635;The Blind Christ;MOVIE;2016;R;['drama'];5,8;6,235;4,9
tm227044;Shaandaar;MOVIE;2015;PG-13;['comedy', 'romance', 'drama'];3,6;3,961;4,9
ts75897;Kulipari: An Army of Frogs;SHOW;2016;;['action', 'animation', 'fantasy'];6,8;3,954;7,4
tm246579;Rainbow Time;MOVIE;2016;;['drama', 'comedy'];5,9;3,352;5,9
ts81898;Kazoops!;SHOW;2016;;['animation', 'comedy', 'family', 'fantasy'];7,4;2,376;8
ts84398;Little Things;SHOW;2016;TV-MA;['drama', 'romance', 'comedy'];8,2;6,822;7,8
tm244868;The Flower of Aleppo;MOVIE;2016;;['drama', 'action', 'war'];5,4;1,4;6,2
tm245155;The Worthy;MOVIE;2016;;['thriller', 'action', 'scifi', 'fantasy', 'family', 'european'];5,1;5,348;4,8
ts52825;The Princess Weiyoung;SHOW;2016;TV-14;['drama', 'history', 'romance'];7,7;10,875;7,2
ts54022;Terrace House: Aloha State;SHOW;2016;;['reality', 'drama'];7,4;6,928;7,9
tm245293;You Are My Sunday;MOVIE;2016;;['drama', 'comedy'];7,7;1,728;7
tm456667;Black;MOVIE;2015;;['action'];4,3;0,6;
tm232832;The Lion Woman;MOVIE;2016;PG-13;['drama', 'european'];6,6;17,587;6,9
ts51367;Trailer Park Boys: Out of the Park: Europe;SHOW;2016;TV-MA;['action', 'drama', 'comedy', 'crime'];7;5,537;6,2
tm239933;7:19;MOVIE;2016;;['history', 'thriller', 'drama'];5,8;8,11;6,4
ts53346;Chasing Cameron;SHOW;2016;TV-PG;['reality'];3,5;2,452;5,8
tm228657;Cosmos Laundromat;MOVIE;2015;;['animation', 'comedy', 'fantasy', 'scifi'];;2,371;6,7
tm247644;Schubert in Love;MOVIE;2016;;['comedy', 'european'];5;3,314;5,2
tm212968;Frank and Cindy;MOVIE;2015;;['comedy', 'drama'];6,1;2,311;5,4
tm211424;Dharam Sankat Mein;MOVIE;2015;PG-13;['comedy', 'drama', 'family', 'fantasy', 'thriller'];6,3;3,51;7
ts35505;Old Money;SHOW;2015;TV-MA;['comedy', 'drama', 'european'];7,3;2,488;6,3
ts78442;Coach Snoop;SHOW;2016;TV-MA;['documentation'];6,7;2,881;7,8
ts43258;Stories by Rabindranath Tagore;SHOW;2015;TV-PG;['drama'];8,7;3,572;8,8
tm230927;Puerto Ricans in Paris;MOVIE;2015;R;['comedy'];5,3;5,176;5,7
tm244577;Love O2O;MOVIE;2016;;['comedy', 'romance', 'drama'];6,4;7,811;6,9
tm227523;Fifty;MOVIE;2015;;['drama', 'romance', 'sport', 'thriller'];6;2,484;5,3
ts82327;??? ????;SHOW;2015;TV-Y;['animation', 'scifi', 'comedy', 'family'];7;0,662;8
tm230426;Liar, Liar, Vampire;MOVIE;2015;G;['comedy', 'family'];5,7;9,086;7,1
ts248736;The Governor;SHOW;2016;TV-14;['drama'];7,3;;
tm240728;Patton Oswalt: Talking for Clapping;MOVIE;2016;;['comedy', 'documentation'];6,7;3,337;6,6
tm283938;Selfie 69;MOVIE;2016;;['comedy', 'action', 'romance', 'european'];6,1;4,445;6,8
ts55966;LEGO Friends: The Power of Friendship;SHOW;2016;TV-Y;['animation'];6,7;7,272;7,7
tm236705;Ricardo O'Farrill: Abrazo Genial;MOVIE;2016;;['comedy'];5,5;1,481;5,2
tm244923;My Mother's Wound;MOVIE;2016;PG-13;['drama', 'thriller', 'war'];7,3;4,392;6,9
tm266622;Iliza Shlesinger: Confirmed Kills;MOVIE;2016;;['comedy'];6,6;5,957;6,4
tm134052;Umrika;MOVIE;2015;;['comedy', 'drama'];6,6;2,265;5,8
tm246543;Journey to Greenland;MOVIE;2016;;['drama', 'comedy', 'european'];6,3;3,262;6,2
ts53065;One More Time;SHOW;2016;TV-14;['scifi', 'drama', 'fantasy'];6,8;3,778;7,2
tm272484;Michael Che Matters;MOVIE;2016;;['comedy'];7,2;3,242;6,8
tm252609;'76;MOVIE;2016;PG-13;['romance', 'drama'];5,6;2,062;7,2
tm234064;Halal Love;MOVIE;2016;;['romance', 'drama', 'comedy', 'european'];6,3;1,352;5,8
tm240733;100 Meters;MOVIE;2016;;['drama', 'comedy', 'european'];7,5;8,137;7,5
tm230478;Brent Morin: I'm Brent Morin;MOVIE;2015;;['comedy'];6,5;1,929;7,3
tm267419;Joe Rogan: Triggered;MOVIE;2016;;['comedy', 'documentation'];7,4;3,272;6,7
tm232930;Kyaa Kool Hain Hum 3;MOVIE;2016;;['comedy'];1,9;4,658;3,1
tm149212;Olmo and the Seagull;MOVIE;2015;;['drama', 'european', 'romance', 'family', 'documentation'];7,2;2,034;7,1
tm243931;The Beginning of Life;MOVIE;2016;G;['documentation', 'family'];7,5;1,134;7,7
tm307997;Offline: Are You Ready for the Next Level?;MOVIE;2016;;['action', 'comedy', 'european'];5;16,734;5,4
tm235227;Bill Hicks: Reflections;MOVIE;2015;;['documentation'];;2,465;6,7
tm219699;Phantom;MOVIE;2015;;['thriller', 'action', 'drama', 'crime', 'horror', 'european'];5,9;3,083;5,6
ts285233;Unchained fate;SHOW;2016;TV-14;['scifi', 'drama'];;0,855;
tm234136;MindGamers;MOVIE;2015;;['action', 'scifi', 'thriller', 'european'];3,6;1,593;4,3
tm239764;David Cross: Making America Great Again;MOVIE;2016;;['comedy'];6,5;2,286;6,7
tm225675;Jeff Dunham: Unhinged in Hollywood;MOVIE;2015;PG;['comedy'];6,7;1,77;6,2
tm244380;Barcelona: A Love Untold;MOVIE;2016;;['romance', 'drama'];6,6;3,331;6
tm526163;Dinosaur World;MOVIE;2015;;['animation', 'comedy', 'drama'];;;
ts54117;Luna Petunia;SHOW;2016;TV-Y;['animation', 'family', 'fantasy'];6,3;1,722;8
tm244079;Sof�a Ni�o de Rivera: Exposed;MOVIE;2016;;['comedy'];7,3;2,632;7,3
tm263743;The Doll;MOVIE;2016;;['thriller', 'horror'];5,2;6,038;5,3
tm246485;U Turn;MOVIE;2016;R;['horror', 'thriller', 'crime', 'drama'];7,5;2,982;6,8
tm267017;I Love You;MOVIE;2016;;['comedy', 'drama', 'romance', 'european'];4,7;2,205;4,5
tm224255;Very Big Shot;MOVIE;2015;R;['action', 'drama', 'thriller', 'crime'];6,9;1,669;6,7
ts38812;Fearless;SHOW;2016;;['documentation', 'reality'];7;3,34;8
tm234292;The Heirs;MOVIE;2015;;['drama'];5,7;1,309;5,7
tm238717;Barakah Meets Barakah;MOVIE;2016;;['romance', 'comedy'];6,3;2,115;6,5
ts38813;Bottersnikes & Gumbles;SHOW;2016;TV-Y7;['action', 'family', 'animation', 'comedy'];5,2;1,49;7,3
tm271974;Pettson and Findus: The Best Christmas Ever;MOVIE;2016;;['family', 'animation', 'comedy', 'fantasy', 'european'];5,5;2,616;5,4
tm193378;Iliza Shlesinger: Freezing Hot;MOVIE;2015;;['comedy', 'documentation'];6,8;3,345;6,7
tm201855;Katti Batti;MOVIE;2015;;['comedy', 'romance', 'drama'];4,6;1,508;5,6
ts21876;My Sunshine;SHOW;2015;TV-PG;['drama', 'romance'];6,5;6,79;6,5
tm232267;Mike Epps: Don't Take It Personal;MOVIE;2015;;['comedy'];4,4;2,565;5,1
tm272012;Ghost Patrol;MOVIE;2016;;['thriller', 'animation', 'family'];5,1;2,149;4,3
tm217986;Bangistan;MOVIE;2015;PG-13;['comedy', 'drama'];4,5;4,372;6,4
tm215911;Ludo;MOVIE;2015;;['horror', 'thriller', 'fantasy'];2,8;3,316;2,8
tm327551;Born in Syria;MOVIE;2016;;['documentation', 'european'];7,7;2,143;7,2
tm238486;Theo Von: No Offense;MOVIE;2016;;['comedy', 'documentation'];5,6;2,294;6,4
tm295349;Ricardo O'Farrill: abrazo navide�o;MOVIE;2016;;['comedy'];5,7;1,235;5,7
tm233648;Trailer Park Boys: Drunk, High and Unemployed: Live In Austin;MOVIE;2015;;['comedy'];6,5;2,368;5,6
tm286268;#Rucker50;MOVIE;2016;;['documentation'];5,2;1,645;3,7
tm214589;The Breakup Playlist;MOVIE;2015;;['romance', 'drama', 'music'];6,5;1,875;6,8
tm811691;Thomas & Friends: Full Steam To The Rescue!;MOVIE;2016;;['family'];;0,957;10
tm375681;S Storm;MOVIE;2016;PG-13;['thriller', 'drama', 'crime', 'action'];5,1;2,201;5,7
tm316567;HiGH&LOW: The Red Rain;MOVIE;2016;;['action', 'drama'];6,1;2,529;7,8
tm218683;The Massively Mixed-Up Middle School Mystery;MOVIE;2015;;['comedy', 'thriller'];7,3;2,528;
tm243070;Those who fear are dead;MOVIE;2016;;['drama'];3,6;0,763;2
tm247444;Poshter Girl;MOVIE;2016;PG-13;['comedy'];6,6;1,611;8
tm224275;3000 Nights;MOVIE;2015;;['drama'];7;2,069;5,9
tm66466;Wazir;MOVIE;2016;PG-13;['thriller', 'crime', 'drama', 'action'];7,2;5,319;6,6
tm340927;Motu Patlu: King Of Kings;MOVIE;2016;G;['animation', 'action', 'comedy'];6,5;2,208;9
tm219739;The Love Affair;MOVIE;2015;;['romance', 'drama'];6,3;1,539;5,7
tm231911;Everyday I Love You;MOVIE;2015;;['romance', 'drama'];7;1,504;7,8
tm242002;Jeff Foxworthy & Larry the Cable Guy: We've Been Thinking;MOVIE;2016;;['comedy'];5,9;1,921;6,2
ts81027;Spark;SHOW;2016;TV-14;['drama'];7;1,4;
tm554110;The CEO;MOVIE;2016;PG-13;['drama', 'thriller'];5,6;2,017;
tm211273;Jen Kirkman: I'm Gonna Die Alone (And I Feel Fine);MOVIE;2015;;['comedy'];6,8;2,027;6,9
tm860487;Pac�s Scary Halloween;MOVIE;2016;;[];;1,989;7,4
ts83449;Love Storm;SHOW;2016;TV-14;['family'];5,5;2,334;9
tm273933;Reggie Watts: Spatial;MOVIE;2016;;['comedy', 'music'];6;1,945;6,1
ts83450;Close Your Eyes Before It's Dark;SHOW;2016;TV-14;['thriller', 'crime', 'drama'];7;2,265;6,4
ts53017;Best Lover;SHOW;2016;TV-14;['drama', 'romance'];6,8;3,482;9,7
tm549892;Aerials;MOVIE;2016;;['thriller', 'drama', 'scifi'];1,5;1,81;
tm528287;Chhota Bheem in African Safari;MOVIE;2015;;['animation'];6,5;;
tm317850;Meet The in-Laws;MOVIE;2016;;['comedy'];6;1,512;5
tm494288;Brother Jekwu;MOVIE;2016;;['comedy', 'crime'];;1,4;
tm452046;Hans Teeuwen: Echte Rancune;MOVIE;2016;;['comedy'];;0,724;6,3
tm207734;Chris D'Elia: Incorrigible;MOVIE;2015;R;['comedy', 'documentation'];6,4;2,593;6,2
ts52950;Miss in Kiss;SHOW;2016;TV-14;['comedy', 'drama'];7,7;2,05;8
tm244842;Ordinary People;MOVIE;2016;;['drama'];7,3;2,117;6,3
ts83454;Have You Ever Fallen in Love, Miss Jiang?;SHOW;2016;TV-14;['drama'];;1,365;
tm350159;Couple Of Days;MOVIE;2016;;['drama'];6,4;0,671;4
tm226320;Kara Bela;MOVIE;2015;PG-13;['comedy', 'action', 'drama'];6,7;3,656;6,6
tm279828;Vince & Kath & James;MOVIE;2016;;['romance'];6,8;1,936;6,4
tm319354;Santa Pac's Merry Berry Day;MOVIE;2016;;['animation', 'comedy', 'action'];;1,605;5,5
tm275726;Carlos Ballarta: el amor es de putos;MOVIE;2016;;['comedy'];7;3,487;6,5
tm311456;Sen Benim Her?eyimsin;MOVIE;2016;;['comedy'];6,2;3,082;6,3
tm350374;Saawan;MOVIE;2016;;['thriller', 'drama'];7,3;2,513;7,4
tm296203;A Chaster Marriage;MOVIE;2016;PG-13;['comedy', 'romance', 'family'];5,4;1,508;5,1
tm235232;Misunderstanding;MOVIE;2015;;['action', 'comedy', 'romance'];4,3;1,441;
tm234773;Eddie: Strongman;MOVIE;2015;;['documentation'];7,4;1,814;6,8
tm243849;Extremis;MOVIE;2016;;['documentation'];;4,355;7,1
tm257141;Cedric the Entertainer: Live from the Ville;MOVIE;2016;;['comedy'];6,2;1,519;6
tm234069;Wedding Association 2: Circumcision;MOVIE;2015;PG-13;['comedy'];6,3;3,703;6,2
tm278279;One in a Billion;MOVIE;2016;;['documentation'];6,7;1,674;7
tm232947;Brahman Naman;MOVIE;2016;;['comedy'];5,5;2,608;5,6
tm290157;XV Beyond the Tryline;MOVIE;2016;;['documentation', 'sport'];6,8;1,278;7,5
tm247396;Virunga: Gorillas in Peril;MOVIE;2015;;['documentation'];6,6;1,46;7
